상권_코드,상권_코드_명,kmeans_cluster,상권유형
3120075,월곡역,2,성장상권
3120076,수유역,3,성장상권
3120077,미아역,2,기대상권
3120078,미아사거리역,2,성장상권
3120079,창동역,2,성장상권
3120081,노원역,3,전통강호상권
3120082,상계백병원,2,기대상권
3120083,등나무근린공원,1,성장상권
3120084,공릉역,0,성장상권
3120085,은행사거리,1,쇠퇴상권
3120086,태릉입구역,1,성장상권
3120087,응암역,0,성장상권
3120088,구산역,0,성장상권
3120089,구파발역,1,전통강호상권
3120090,연신내역,2,성장상권
3120091,본서부병원,2,쇠퇴상권
3120092,불광역,2,기대상권
3120093,연희동,0,성장상권
3120094,"신촌역(신촌역, 신촌로터리)",3,성장상권
3120095,홍제역,2,정체상권
3120096,"이화여대(이대역, 이대)",1,성장상권
3120097,충정로역,1,전통강호상권
3120100,망원역,2,정체상권
3120101,합정역,1,성장상권
3120102,서교동(홍대),3,기대상권
3120103,홍대입구역(홍대),3,성장상권
3120104,연남동(홍대),3,정체상권
3120105,상수역(홍대),0,성장상권
3120106,마포역,1,기대상권
3120107,공덕역(공덕오거리),1,성장상권
3120108,신정네거리역,2,정체상권
3120109,서울남부지방법원,2,정체상권
3120110,목동역 8번출구,2,기대상권
3120111,목동사거리,2,정체상권
3120112,등촌역,0,성장상권
3120113,오목교역,1,정체상권
3120114,목동신시가지,1,정체상권
3120116,송정역,2,성장상권
3120119,발산역(마곡),3,정체상권
3120120,화곡역,0,정체상권
3120121,까치산역,2,기대상권
3120122,강서구청,2,기대상권
3120123,오류동역,2,전통강호상권
3120124,개봉동 현대아파트,2,기대상권
3120125,구로역,1,기대상권
3120127,구로구청,2,성장상권
3120128,신도림역,1,전통강호상권
3120129,구로디지털단지,3,정체상권
3120130,구로디지털단지역,0,성장상권
3120131,가산디지털단지,3,전통강호상권
3120132,독산동,2,기대상권
3120133,서울시흥동우체국(홈플러스시흥점),2,쇠퇴상권
3120134,구로전화국,2,쇠퇴상권
3120135,양평역,2,성장상권
3120136,영등포구청역,2,전통강호상권
3120138,당산2동(영등포우체국),0,전통강호상권
3120139,대림3동사거리,2,정체상권
3120140,문래동주민센터,1,성장상권
3120141,영등포청과시장교차로,2,쇠퇴상권
3120142,대림역,2,정체상권
3120143,당산역,0,전통강호상권
3120144,영중로,2,쇠퇴상권
3120145,영등포역(영등포),3,성장상권
3120146,한강성심병원,2,기대상권
3120147,보라매역,2,정체상권
3120148,국회의사당역(국회의사당),3,성장상권
3120149,여의도역(여의도),3,성장상권
3120150,63빌딩,1,전통강호상권
3120151,보라매공원,0,성장상권
3120152,신대방삼거리역,2,정체상권
3120153,노량진역(노량진),2,성장상권
3120154,장승배기역,2,기대상권
3120156,"총신대입구역(이수, 총신대)",3,성장상권
3120157,신림역(신림),3,정체상권
3120158,녹두거리(대학동),2,전통강호상권
3120159,서울대입구역,3,정체상권
3120160,사당역(사당),0,성장상권
3120161,방배동가구거리(사당동가구거리),2,쇠퇴상권
3120162,방배동카페골목,0,정체상권
3120163,사당역 11번(사당역먹자골목),2,기대상권
3120164,내방역,0,성장상권
3120165,서래마을카페거리(서래마을),1,성장상권
3120166,방배역,1,정체상권
3120167,고속터미널(고속터미널역),1,기대상권
3120168,서울고교교차로,1,정체상권
3120169,서초역,1,성장상권
3120170,삼호가든사거리,0,성장상권
3120171,서초3동사거리,1,성장상권
3120172,교대입구교차로,1,성장상권
3120173,교대역(법원.검찰청),3,성장상권
3120175,남부터미널역,1,성장상권
3120176,논현역 4번,2,쇠퇴상권
3120177,신논현역 1번,2,전통강호상권
3120178,신사역,3,성장상권
3120179,양재역,3,성장상권
3120180,양재화물트럭터미널앞,2,전통강호상권
3120181,교육개발원입구사거리,2,쇠퇴상권
3120182,"양재시민의숲역(양재동꽃시장, aT센터)",0,성장상권
3120183,양재천카페거리,1,기대상권
3120184,포이사거리(삼호물산),0,성장상권
3120185,논현역,3,성장상권
3120186,가로수길,3,전통강호상권
3120187,신논현역,3,정체상권
3120188,압구정역,1,전통강호상권
3120189,강남역,3,성장상권
3120190,강남을지병원,1,정체상권
3120191,학동역,0,성장상권
3120192,뱅뱅사거리,3,정체상권
3120193,도산공원교차로,2,기대상권
3120194,언주역(차병원),0,성장상권
3120195,성수대교남단,1,기대상권
3120196,서울세관,1,전통강호상권
3120197,역삼역,3,성장상권
3120198,구역삼세무서,0,성장상권
3120199,경복아파트교차로,0,성장상권
3120200,학동사거리,0,전통강호상권
3120201,도곡1동,1,전통강호상권
3120202,압구정로데오역(압구정로데오),1,정체상권
3120203,강남구청역,0,성장상권
3120204,르네상스호텔사거리,0,성장상권
3120205,매봉역,0,전통강호상권
3120206,개나리아파트,1,정체상권
3120207,선정릉역,1,기대상권
3120208,청담사거리(청담동명품거리),1,전통강호상권
3120209,"강남구청(청담역_8번, 강남세무서)",1,기대상권
3120210,선릉역,3,정체상권
3120211,도성초등학교,1,성장상권
3120212,한티역,1,성장상권
3120213,삼성중앙역,1,성장상권
3120214,영동대교남단교차로,1,쇠퇴상권
3120215,포스코사거리,3,성장상권
3120216,경기고교사거리(경기고교앞사거리),1,쇠퇴상권
3120217,대치사거리,0,전통강호상권
3120219,은마아파트,1,성장상권
3120220,대치역,1,성장상권
3120221,봉은사역,1,전통강호상권
3120222,삼성역,0,성장상권
3120223,휘문고교사거리,1,기대상권
3120224,수서역,0,성장상권
3120225,잠실새내역(신천),3,성장상권
3120226,석촌고분역,0,성장상권
3120227,잠실역,3,성장상권
3120228,석촌역(석촌호수),0,성장상권
3120229,방이동먹자골목,0,성장상권
3120230,송파사거리(송파역),2,기대상권
3120232,송파나루역,2,정체상권
3120233,몽촌토성역,2,정체상권
3120234,가락시장역,1,성장상권
3120235,문정역,3,기대상권
3120236,장지역(가든파이브),1,성장상권
3120237,경찰병원역,2,정체상권
3120238,방이역,0,전통강호상권
3120239,오금역,2,기대상권
3120240,개롱역,2,기대상권
3120241,거여역,2,정체상권
3120242,강동구청역,2,기대상권
3120243,천호역,1,기대상권
3120244,암사역,2,쇠퇴상권
3120245,둔촌역,2,기대상권
3120246,길동역,0,성장상권
3120247,굽은다리역,2,기대상권
3120248,명일역,2,기대상권
3120249,고덕역,0,성장상권
3130001,통인시장,0,성장상권
3130002,세종마을음식문화거리(금천교시장),2,기대상권
3130007,광장시장(광장전통시장),2,성장상권
3130010,종로신진시장,2,기대상권
3130015,창신골목시장,2,기대상권
3130018,동대문문구완구거리(동대문문구완구시장),2,쇠퇴상권
3130024,남대문시장(자유상가),0,성장상권
3130032,인현시장,2,쇠퇴상권
3130033,대림상가(청계상가),2,기대상권
3130035,방산종합시장(방산시장),2,정체상권
3130036,중부시장(신중부시장),2,기대상권
3130042,약수시장,2,쇠퇴상권
3130048,동평화시장,0,성장상권
3130051,동화동 골목형상점가,2,쇠퇴상권
3130056,용산용문시장,2,쇠퇴상권
3130060,신흥시장,4,기대상권
3130063,신금호역 골목형상점가,2,전통강호상권
3130065,무학봉상점가,2,쇠퇴상권
3130066,행당시장상점가,2,정체상권
3130067,왕십리도선동상점가,2,쇠퇴상권
3130068,마장축산물시장,2,성장상권
3130069,"한양대앞상점가(한양시장, 왕십리맛골목)",2,기대상권
3130070,뚝섬역상점가,2,전통강호상권
3130072,성동용답상가시장,2,정체상권
3130076,능동로골목시장,2,쇠퇴상권
3130083,"중곡제일시장(중곡제일골목시장, 광성시장)",2,기대상권
3130086,서울약령시장,2,쇠퇴상권
3130094,청량리청과물시장,2,기대상권
3130095,청량리전통시장,2,쇠퇴상권
3130098,회기시장,2,쇠퇴상권
3130099,전농로터리시장,2,정체상권
3130100,답십리시장,2,정체상권
3130106,중랑동부시장,2,성장상권
3130110,면목골목시장(면목시장),2,기대상권
3130111,"동원전통종합시장(동원시장, 동원전통시장 상점가)",2,성장상권
3130112,사가정시장,2,쇠퇴상권
3130115,우림골목시장,2,쇠퇴상권
3130117,정릉시장,2,기대상권
3130132,삼양골목시장(삼양시장),2,쇠퇴상권
3130139,강북종합전통시장(강북종합골목시장),2,기대상권
3130140,숭인시장,2,쇠퇴상권
3130146,쌍문시장(쌍문역골목시장),2,정체상권
3130147,쌍문역동측상점가,2,쇠퇴상권
3130148,방학동도깨비시장,2,기대상권
3130149,창동신창시장,2,쇠퇴상권
3130152,오!도봉거리 상점가,2,기대상권
3130159,공릉동 도깨비시장,2,기대상권
3130163,응암오거리상점가,2,쇠퇴상권
3130166,응암시장(신응암시장),2,쇠퇴상권
3130167,연신내상점가(연빛거리),2,정체상권
3130171,불광먹자골목 골목형상점가,2,기대상권
3130175,신촌 상인회(신촌상점가),0,성장상권
3130178,이대 앞 스타트업 상점가,2,기대상권
3130179,"이화여대 3,5,7길 상점가",0,성장상권
3130181,아현가구거리상점가,2,기대상권
3130183,상암동상점가,0,정체상권
3130185,망원월드컵시장,2,쇠퇴상권
3130186,망원시장,2,기대상권
3130190,홍대소상공인상점가,0,성장상권
3130191,홍대 걷고싶은 거리,0,성장상권
3130192,동진시장,1,쇠퇴상권
3130194,용강동 상점가,1,쇠퇴상권
3130195,도화동 상점가,0,성장상권
3130204,경창시장,2,기대상권
3130208,목동깨비시장(목3동시장),2,기대상권
3130210,목2동시장,2,기대상권
3130214,송화벽화시장(송화골목시장),2,정체상권
3130216,화곡중앙시장,2,성장상권
3130219,까치산시장,2,쇠퇴상권
3130221,"남부골목시장(남부화곡시장, 남부시장)",2,기대상권
3130225,개봉중앙시장,2,전통강호상권
3130227,고척골목시장상점가(그라운드 고척),2,기대상권
3130229,남구로시장,2,쇠퇴상권
3130235,대명여울빛거리시장(대명시장),2,성장상권
3130236,비단길현대시장(현대시장),2,전통강호상권
3130238,은행나무시장,2,기대상권
3130241,선유도역 골목형상점가,1,기대상권
3130258,영진시장A동,2,쇠퇴상권
3130261,성대전통시장(성대시장),2,성장상권
3130265,노량진중앙시장,0,성장상권
3130268,상도전통시장,2,전통강호상권
3130273,남성사계시장(남성시장),2,성장상권
3130274,사당1동먹자골목상점가(사당1동먹자골목),0,성장상권
3130285,서원동상점가,0,성장상권
3130290,영림시장,2,기대상권
3130294,관악중부시장,2,성장상권
3130295,인헌시장(원당종합시장),2,기대상권
3130303,영동전통시장,2,쇠퇴상권
3130306,강남언주로,2,기대상권
3130311,새마을시장,2,기대상권
3130312,석촌시장,2,쇠퇴상권
3130313,방이시장,0,성장상권
3130314,풍납시장,2,쇠퇴상권
3130315,문정동 로데오거리 상점가(문정동 로데오거리),2,쇠퇴상권
3130318,로데오거리상점가,1,성장상권
3130321,장신구 특화거리 상점가,2,쇠퇴상권
3130323,둔촌역전통시장,2,기대상권
3001491,이태원 관광특구,3,정체상권
3001492,명동 남대문 북창동 다동 무교동 관광특구,3,성장상권
3001493,동대문패션타운 관광특구,3,기대상권
3001494,종로·청계 관광특구,3,성장상권
3001495,잠실 관광특구,3,성장상권
