상권_코드,DTW_Cluster,상권유형,sps_mean,sps_growth,sps_cv,sps_first,sps_last
3120130,2,전통강호상권,66326796.73344676,-0.005310321277916273,0.17257486007299294,47590389.95,58950289.041666664
3120131,0,정체상권,58889332.6817992,-0.47692072105299715,0.26512872293957335,67769128.19847329,37834425.56307692
3120132,1,기대상권,23076739.752741434,0.17989640422336275,0.20859427707141498,20020954.138888888,27142673.911764707
3120133,3,쇠퇴상권,15272867.156376263,-0.11761671575110247,0.1467778881200194,14851768.444444444,12574514.07142857
3120134,0,정체상권,13889696.47735199,-0.25564122873580497,0.18106961668241223,15897398.55,13628233.545454545
3120135,2,전통강호상권,28221857.84623016,0.16727449474522438,0.13738451259345633,24014064.875,34738729.333333336
3120136,0,정체상권,24853751.606600154,-0.2608130422167628,0.1557070445703395,24670203.70588235,21427876.703125
3120138,0,정체상권,42320122.088867754,-0.2516197041575919,0.1357371435351278,46808803.56521739,38600533.321428575
3120139,2,전통강호상권,11121263.792614233,-0.04143635022062901,0.11723308056962783,8791100.6,9580580.764705881
3120140,4,성장상권,41488661.45014596,0.2311834295209037,0.1149549895297156,31406027.0,42958741.827586204
3120141,0,정체상권,10087504.71889857,-0.3322603602871839,0.17865629279911216,11184610.642857144,7907203.391304348
3120142,0,정체상권,22373278.478498563,-0.24322995515843268,0.1497055212200081,19969372.5625,18838896.037037037
3120143,0,정체상권,137037842.26284486,-0.2857388158545148,0.20088668972648968,154925514.6153846,112237143.625
3120144,0,정체상권,10220572.726730822,-0.17710279489197353,0.179311940666509,12429573.416666666,10031603.454545455
3120145,4,성장상권,39905867.403696805,0.7331420046870517,0.22857045390160438,24430883.242857143,50639252.06944445
3120146,1,기대상권,8294269.506451331,0.07060885836959108,0.15985802244374464,8669195.92857143,12732226.375
3120147,2,전통강호상권,38231992.67037832,-0.15128149465640697,0.1608523054377207,31540404.866666667,34405325.125
3120148,4,성장상권,45287737.5417615,0.0540498835461222,0.09606631016198285,36961768.416666664,45112510.48062015
3120149,2,전통강호상권,59871337.865850374,0.07038454211127383,0.08248409433153982,52361344.27325582,63909878.33018868
3120150,0,정체상권,27319955.14157197,-0.16261283202054175,0.10660342533500204,27761227.25,23600254.583333332
3120151,2,전통강호상권,69929156.43994707,0.09427807906288842,0.14337311598299599,48207763.64864865,63826422.25
3120152,0,정체상권,23425435.89661677,-0.16428147698056128,0.11731510311058467,21282632.166666668,21705776.523809522
3120153,4,성장상권,26742777.14257277,0.14692247322612842,0.11812066725423027,17877350.012987014,27748442.471428573
3120154,4,성장상권,14884777.009743381,0.5065685379555015,0.20913474205041171,7850309.3,17435552.85714286
3120156,4,성장상권,32621786.24940569,0.6102051483621684,0.2305886077104109,20182060.684210528,39284449.358490564
3120157,2,전통강호상권,32963739.356368195,0.03958192974346233,0.09564891393901663,27430525.80851064,29960227.44897959
3120158,0,정체상권,33279212.27381053,-0.11440097693685891,0.08546540052273285,31414590.09090909,28204283.38235294
3120159,2,전통강호상권,33598463.34913638,-0.10779763964724906,0.08604940745651381,30541673.43478261,28486310.94117647
3120160,4,성장상권,36342892.03470199,0.46467655140770026,0.1863101910077969,23011613.603174604,40985225.39344262
3120161,0,정체상권,14592321.27127976,-0.5351066706687849,0.4390106414063848,25992929.25,6984113.0
3120162,0,정체상권,181204773.21655586,-0.10006309018899927,0.07831364450470785,175897568.375,168655659.7
3120163,4,성장상권,5500902.523214286,3.1265523949845737,0.5078526948910811,2156263.6,6462706.25
3120164,1,기대상권,50961813.68273038,0.07249152709332524,0.06595077418779993,46398150.63888889,51408116.02173913
3120165,1,기대상권,44289800.16401681,0.23260867832340065,0.13318836405815168,29334128.52631579,45334727.4117647
3120166,4,성장상권,26369802.62835102,0.017892784543230542,0.1130686988603599,22025956.268292684,24144923.458333332
3120167,2,전통강호상권,14738072.898116168,0.1793972587019796,0.14616737225896698,8865559.319148935,15282868.833333334
3120168,2,전통강호상권,16687546.102369852,-0.07235840395350851,0.16838341301730045,12907333.384615384,11902111.444444444
3120169,4,성장상권,38596569.070197016,0.9229975423670599,0.2676930950199045,20521676.16923077,52801907.7761194
3120170,1,기대상권,73692427.84891099,0.718697789816345,0.2916184397354814,47494999.11111111,105479561.0
