변수,VIF
월_평균_소득_백만,14.497121560061302
유사_업종_점포_수,5.258912708202763
20_40_유동인구_비율,18.86314444719665
총_유동인구_만,5.583338124615217
총_상주인구_천,5.192839577748025
경쟁강도,2.2187542350203215
영역_면적_만,5.795776372106251
sps_growth_pct,1.2556375433229687
sps_cv,3.96593305239211
